numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion_us
11;auspol2019;ClosedHash_Linear_UserID;20000;242
11;auspol2019;ClosedHash_Linear_UserID;30000;375
11;auspol2019;ClosedHash_Linear_UserID;40000;514
11;auspol2019;ClosedHash_Linear_UserID;50000;648
11;auspol2019;ClosedHash_Linear_UserID;60000;775
11;auspol2019;ClosedHash_Linear_UserID;70000;883
11;auspol2019;ClosedHash_Linear_UserID;80000;984
11;auspol2019;ClosedHash_Linear_UserID;90000;1088
11;auspol2019;ClosedHash_Linear_UserID;100000;1184
11;auspol2019;ClosedHash_Linear_UserID;110000;1345
11;auspol2019;ClosedHash_Linear_UserID;120000;1484
11;auspol2019;ClosedHash_Linear_UserID;130000;1610
11;auspol2019;ClosedHash_Linear_UserID;130449;1619
11;auspol2019;ClosedHash_Linear_ScreenName;10000;1066
11;auspol2019;ClosedHash_Linear_ScreenName;20000;2206
11;auspol2019;ClosedHash_Linear_ScreenName;30000;3353
11;auspol2019;ClosedHash_Linear_ScreenName;40000;4527
11;auspol2019;ClosedHash_Linear_ScreenName;50000;5696
11;auspol2019;ClosedHash_Linear_ScreenName;60000;6864
11;auspol2019;ClosedHash_Linear_ScreenName;70000;7954
11;auspol2019;ClosedHash_Linear_ScreenName;80000;9017
11;auspol2019;ClosedHash_Linear_ScreenName;90000;10077
11;auspol2019;ClosedHash_Linear_ScreenName;100000;11136
11;auspol2019;ClosedHash_Linear_ScreenName;110000;12318
11;auspol2019;ClosedHash_Linear_ScreenName;120000;13442
11;auspol2019;ClosedHash_Linear_ScreenName;130000;14532
11;auspol2019;ClosedHash_Linear_ScreenName;130449;14587
11;auspol2019;ClosedHash_Quad_UserID;10000;196
11;auspol2019;ClosedHash_Quad_UserID;20000;373
11;auspol2019;ClosedHash_Quad_UserID;30000;532
11;auspol2019;ClosedHash_Quad_UserID;40000;688
11;auspol2019;ClosedHash_Quad_UserID;50000;836
11;auspol2019;ClosedHash_Quad_UserID;60000;977
11;auspol2019;ClosedHash_Quad_UserID;70000;1094
11;auspol2019;ClosedHash_Quad_UserID;80000;1202
11;auspol2019;ClosedHash_Quad_UserID;90000;1309
11;auspol2019;ClosedHash_Quad_UserID;100000;1410
11;auspol2019;ClosedHash_Quad_UserID;110000;1558
11;auspol2019;ClosedHash_Quad_UserID;120000;1686
11;auspol2019;ClosedHash_Quad_UserID;130000;1802
11;auspol2019;ClosedHash_Quad_UserID;130449;1809
11;auspol2019;ClosedHash_Quad_ScreenName;10000;1399
11;auspol2019;ClosedHash_Quad_ScreenName;20000;2585
11;auspol2019;ClosedHash_Quad_ScreenName;30000;3626
11;auspol2019;ClosedHash_Quad_ScreenName;40000;4654
11;auspol2019;ClosedHash_Quad_ScreenName;50000;5659
11;auspol2019;ClosedHash_Quad_ScreenName;60000;6741
11;auspol2019;ClosedHash_Quad_ScreenName;70000;7717
11;auspol2019;ClosedHash_Quad_ScreenName;80000;8678
11;auspol2019;ClosedHash_Quad_ScreenName;90000;9646
11;auspol2019;ClosedHash_Quad_ScreenName;100000;10596
11;auspol2019;ClosedHash_Quad_ScreenName;110000;11639
11;auspol2019;ClosedHash_Quad_ScreenName;120000;12645
11;auspol2019;ClosedHash_Quad_ScreenName;130000;13635
11;auspol2019;ClosedHash_Quad_ScreenName;130449;13684
11;auspol2019;ClosedHash_Double_UserID;10000;111
11;auspol2019;ClosedHash_Double_UserID;20000;250
11;auspol2019;ClosedHash_Double_UserID;30000;390
11;auspol2019;ClosedHash_Double_UserID;40000;531
11;auspol2019;ClosedHash_Double_UserID;50000;672
11;auspol2019;ClosedHash_Double_UserID;60000;808
11;auspol2019;ClosedHash_Double_UserID;70000;922
11;auspol2019;ClosedHash_Double_UserID;80000;1030
11;auspol2019;ClosedHash_Double_UserID;90000;1142
11;auspol2019;ClosedHash_Double_UserID;100000;1265
11;auspol2019;ClosedHash_Double_UserID;110000;1482
11;auspol2019;ClosedHash_Double_UserID;120000;1652
11;auspol2019;ClosedHash_Double_UserID;130000;1808
11;auspol2019;ClosedHash_Double_UserID;130449;1821
11;auspol2019;ClosedHash_Double_ScreenName;10000;1159
11;auspol2019;ClosedHash_Double_ScreenName;20000;2365
11;auspol2019;ClosedHash_Double_ScreenName;30000;3588
11;auspol2019;ClosedHash_Double_ScreenName;40000;4780
11;auspol2019;ClosedHash_Double_ScreenName;50000;5966
11;auspol2019;ClosedHash_Double_ScreenName;60000;7142
11;auspol2019;ClosedHash_Double_ScreenName;70000;8230
11;auspol2019;ClosedHash_Double_ScreenName;80000;9269
11;auspol2019;ClosedHash_Double_ScreenName;90000;10333
11;auspol2019;ClosedHash_Double_ScreenName;100000;11364
11;auspol2019;ClosedHash_Double_ScreenName;110000;12644
11;auspol2019;ClosedHash_Double_ScreenName;120000;13844
11;auspol2019;ClosedHash_Double_ScreenName;130000;14980
11;auspol2019;ClosedHash_Double_ScreenName;130449;15042
12;auspol2019;STL_UnorderedMap_UserID;10000;830
12;auspol2019;STL_UnorderedMap_UserID;20000;1540
12;auspol2019;STL_UnorderedMap_UserID;30000;1960
12;auspol2019;STL_UnorderedMap_UserID;40000;2430
12;auspol2019;STL_UnorderedMap_UserID;50000;3199
12;auspol2019;STL_UnorderedMap_UserID;60000;3659
12;auspol2019;STL_UnorderedMap_UserID;70000;3946
12;auspol2019;STL_UnorderedMap_UserID;80000;4263
12;auspol2019;STL_UnorderedMap_UserID;90000;4542
12;auspol2019;STL_UnorderedMap_UserID;100000;4831
12;auspol2019;STL_UnorderedMap_UserID;110000;5307
12;auspol2019;STL_UnorderedMap_UserID;120000;5707
12;auspol2019;STL_UnorderedMap_UserID;130000;6100
12;auspol2019;STL_UnorderedMap_UserID;130449;6123
12;auspol2019;STL_UnorderedMap_ScreenName;10000;1278
12;auspol2019;STL_UnorderedMap_ScreenName;20000;2426
12;auspol2019;STL_UnorderedMap_ScreenName;30000;3230
12;auspol2019;STL_UnorderedMap_ScreenName;40000;4054
12;auspol2019;STL_UnorderedMap_ScreenName;50000;5147
12;auspol2019;STL_UnorderedMap_ScreenName;60000;5892
12;auspol2019;STL_UnorderedMap_ScreenName;70000;6422
12;auspol2019;STL_UnorderedMap_ScreenName;80000;6976
12;auspol2019;STL_UnorderedMap_ScreenName;90000;7467
12;auspol2019;STL_UnorderedMap_ScreenName;100000;7996
12;auspol2019;STL_UnorderedMap_ScreenName;110000;8779
12;auspol2019;STL_UnorderedMap_ScreenName;120000;9491
12;auspol2019;STL_UnorderedMap_ScreenName;130000;10190
12;auspol2019;STL_UnorderedMap_ScreenName;130449;10232
12;auspol2019;OpenHash_UserID;10000;690
12;auspol2019;OpenHash_UserID;20000;1276
12;auspol2019;OpenHash_UserID;30000;1674
12;auspol2019;OpenHash_UserID;40000;2086
12;auspol2019;OpenHash_UserID;50000;2457
12;auspol2019;OpenHash_UserID;60000;2796
12;auspol2019;OpenHash_UserID;70000;3036
12;auspol2019;OpenHash_UserID;80000;3270
12;auspol2019;OpenHash_UserID;90000;3481
12;auspol2019;OpenHash_UserID;100000;3715
12;auspol2019;OpenHash_UserID;110000;4236
12;auspol2019;OpenHash_UserID;120000;4631
12;auspol2019;OpenHash_UserID;130000;4934
12;auspol2019;OpenHash_UserID;130449;4957
12;auspol2019;OpenHash_ScreenName;10000;1693
12;auspol2019;OpenHash_ScreenName;20000;3206
12;auspol2019;OpenHash_ScreenName;30000;4670
12;auspol2019;OpenHash_ScreenName;40000;6170
12;auspol2019;OpenHash_ScreenName;50000;7521
12;auspol2019;OpenHash_ScreenName;60000;8929
12;auspol2019;OpenHash_ScreenName;70000;10044
12;auspol2019;OpenHash_ScreenName;80000;11178
12;auspol2019;OpenHash_ScreenName;90000;12223
12;auspol2019;OpenHash_ScreenName;100000;13311
12;auspol2019;OpenHash_ScreenName;110000;14705
12;auspol2019;OpenHash_ScreenName;120000;15978
12;auspol2019;OpenHash_ScreenName;130000;17162
12;auspol2019;OpenHash_ScreenName;130449;17226
12;auspol2019;ClosedHash_Linear_UserID;10000;114
12;auspol2019;ClosedHash_Linear_UserID;20000;251
12;auspol2019;ClosedHash_Linear_UserID;30000;389
12;auspol2019;ClosedHash_Linear_UserID;40000;525
12;auspol2019;ClosedHash_Linear_UserID;50000;662
12;auspol2019;ClosedHash_Linear_UserID;60000;793
12;auspol2019;ClosedHash_Linear_UserID;70000;910
12;auspol2019;ClosedHash_Linear_UserID;80000;1013
12;auspol2019;ClosedHash_Linear_UserID;90000;1120
12;auspol2019;ClosedHash_Linear_UserID;100000;1219
12;auspol2019;ClosedHash_Linear_UserID;110000;1384
12;auspol2019;ClosedHash_Linear_UserID;120000;1527
12;auspol2019;ClosedHash_Linear_UserID;130000;1655
12;auspol2019;ClosedHash_Linear_UserID;130449;1664
12;auspol2019;ClosedHash_Linear_ScreenName;10000;1082
12;auspol2019;ClosedHash_Linear_ScreenName;20000;2211
12;auspol2019;ClosedHash_Linear_ScreenName;30000;3355
12;auspol2019;ClosedHash_Linear_ScreenName;40000;4486
12;auspol2019;ClosedHash_Linear_ScreenName;50000;5618
12;auspol2019;ClosedHash_Linear_ScreenName;60000;6749
12;auspol2019;ClosedHash_Linear_ScreenName;70000;7831
12;auspol2019;ClosedHash_Linear_ScreenName;80000;8885
12;auspol2019;ClosedHash_Linear_ScreenName;90000;9942
12;auspol2019;ClosedHash_Linear_ScreenName;100000;10983
12;auspol2019;ClosedHash_Linear_ScreenName;110000;12167
12;auspol2019;ClosedHash_Linear_ScreenName;120000;13293
12;auspol2019;ClosedHash_Linear_ScreenName;130000;14391
12;auspol2019;ClosedHash_Linear_ScreenName;130449;14445
12;auspol2019;ClosedHash_Quad_UserID;10000;198
12;auspol2019;ClosedHash_Quad_UserID;20000;380
12;auspol2019;ClosedHash_Quad_UserID;30000;543
12;auspol2019;ClosedHash_Quad_UserID;40000;701
12;auspol2019;ClosedHash_Quad_UserID;50000;868
12;auspol2019;ClosedHash_Quad_UserID;60000;1013
12;auspol2019;ClosedHash_Quad_UserID;70000;1133
12;auspol2019;ClosedHash_Quad_UserID;80000;1240
12;auspol2019;ClosedHash_Quad_UserID;90000;1347
12;auspol2019;ClosedHash_Quad_UserID;100000;1446
12;auspol2019;ClosedHash_Quad_UserID;110000;1593
12;auspol2019;ClosedHash_Quad_UserID;120000;1718
12;auspol2019;ClosedHash_Quad_UserID;130000;1830
12;auspol2019;ClosedHash_Quad_UserID;130449;1840
12;auspol2019;ClosedHash_Quad_ScreenName;10000;1346
12;auspol2019;ClosedHash_Quad_ScreenName;20000;2533
12;auspol2019;ClosedHash_Quad_ScreenName;30000;3580
12;auspol2019;ClosedHash_Quad_ScreenName;40000;4624
12;auspol2019;ClosedHash_Quad_ScreenName;50000;5644
12;auspol2019;ClosedHash_Quad_ScreenName;60000;6662
12;auspol2019;ClosedHash_Quad_ScreenName;70000;7637
12;auspol2019;ClosedHash_Quad_ScreenName;80000;8601
12;auspol2019;ClosedHash_Quad_ScreenName;90000;9571
12;auspol2019;ClosedHash_Quad_ScreenName;100000;10526
12;auspol2019;ClosedHash_Quad_ScreenName;110000;11567
12;auspol2019;ClosedHash_Quad_ScreenName;120000;12584
12;auspol2019;ClosedHash_Quad_ScreenName;130000;13589
12;auspol2019;ClosedHash_Quad_ScreenName;130449;13640
12;auspol2019;ClosedHash_Double_UserID;10000;132
12;auspol2019;ClosedHash_Double_UserID;20000;286
12;auspol2019;ClosedHash_Double_UserID;30000;436
12;auspol2019;ClosedHash_Double_UserID;40000;588
12;auspol2019;ClosedHash_Double_UserID;50000;730
12;auspol2019;ClosedHash_Double_UserID;60000;878
12;auspol2019;ClosedHash_Double_UserID;70000;999
12;auspol2019;ClosedHash_Double_UserID;80000;1113
12;auspol2019;ClosedHash_Double_UserID;90000;1230
12;auspol2019;ClosedHash_Double_UserID;100000;1338
12;auspol2019;ClosedHash_Double_UserID;110000;1519
12;auspol2019;ClosedHash_Double_UserID;120000;1675
12;auspol2019;ClosedHash_Double_UserID;130000;1823
12;auspol2019;ClosedHash_Double_UserID;130449;1833
12;auspol2019;ClosedHash_Double_ScreenName;10000;1070
12;auspol2019;ClosedHash_Double_ScreenName;20000;2288
12;auspol2019;ClosedHash_Double_ScreenName;30000;3458
12;auspol2019;ClosedHash_Double_ScreenName;40000;4629
12;auspol2019;ClosedHash_Double_ScreenName;50000;5786
12;auspol2019;ClosedHash_Double_ScreenName;60000;6936
12;auspol2019;ClosedHash_Double_ScreenName;70000;8013
12;auspol2019;ClosedHash_Double_ScreenName;80000;9155
12;auspol2019;ClosedHash_Double_ScreenName;90000;10263
12;auspol2019;ClosedHash_Double_ScreenName;100000;11316
12;auspol2019;ClosedHash_Double_ScreenName;110000;12561
12;auspol2019;ClosedHash_Double_ScreenName;120000;13731
12;auspol2019;ClosedHash_Double_ScreenName;130000;14846
12;auspol2019;ClosedHash_Double_ScreenName;130449;14908
13;auspol2019;STL_UnorderedMap_UserID;10000;809
13;auspol2019;STL_UnorderedMap_UserID;20000;1520
13;auspol2019;STL_UnorderedMap_UserID;30000;1949
13;auspol2019;STL_UnorderedMap_UserID;40000;2419
13;auspol2019;STL_UnorderedMap_UserID;50000;3167
13;auspol2019;STL_UnorderedMap_UserID;60000;3573
13;auspol2019;STL_UnorderedMap_UserID;70000;3872
13;auspol2019;STL_UnorderedMap_UserID;80000;4152
13;auspol2019;STL_UnorderedMap_UserID;90000;4427
13;auspol2019;STL_UnorderedMap_UserID;100000;4685
13;auspol2019;STL_UnorderedMap_UserID;110000;5152
13;auspol2019;STL_UnorderedMap_UserID;120000;5542
13;auspol2019;STL_UnorderedMap_UserID;130000;5921
13;auspol2019;STL_UnorderedMap_UserID;130449;5945
13;auspol2019;STL_UnorderedMap_ScreenName;10000;1258
13;auspol2019;STL_UnorderedMap_ScreenName;20000;2397
13;auspol2019;STL_UnorderedMap_ScreenName;30000;3180
13;auspol2019;STL_UnorderedMap_ScreenName;40000;3974
13;auspol2019;STL_UnorderedMap_ScreenName;50000;5171
13;auspol2019;STL_UnorderedMap_ScreenName;60000;5918
13;auspol2019;STL_UnorderedMap_ScreenName;70000;6458
13;auspol2019;STL_UnorderedMap_ScreenName;80000;7028
13;auspol2019;STL_UnorderedMap_ScreenName;90000;7527
13;auspol2019;STL_UnorderedMap_ScreenName;100000;8071
13;auspol2019;STL_UnorderedMap_ScreenName;110000;8856
13;auspol2019;STL_UnorderedMap_ScreenName;120000;9556
13;auspol2019;STL_UnorderedMap_ScreenName;130000;10219
13;auspol2019;STL_UnorderedMap_ScreenName;130449;10255
13;auspol2019;OpenHash_UserID;10000;844
13;auspol2019;OpenHash_UserID;20000;1474
13;auspol2019;OpenHash_UserID;30000;1938
13;auspol2019;OpenHash_UserID;40000;2380
13;auspol2019;OpenHash_UserID;50000;2767
13;auspol2019;OpenHash_UserID;60000;3123
13;auspol2019;OpenHash_UserID;70000;3368
13;auspol2019;OpenHash_UserID;80000;3574
13;auspol2019;OpenHash_UserID;90000;3741
13;auspol2019;OpenHash_UserID;100000;3920
13;auspol2019;OpenHash_UserID;110000;4326
13;auspol2019;OpenHash_UserID;120000;4645
13;auspol2019;OpenHash_UserID;130000;4897
13;auspol2019;OpenHash_UserID;130449;4917
13;auspol2019;OpenHash_ScreenName;10000;1707
13;auspol2019;OpenHash_ScreenName;20000;3301
13;auspol2019;OpenHash_ScreenName;30000;4778
13;auspol2019;OpenHash_ScreenName;40000;6206
13;auspol2019;OpenHash_ScreenName;50000;7524
13;auspol2019;OpenHash_ScreenName;60000;8892
13;auspol2019;OpenHash_ScreenName;70000;9978
13;auspol2019;OpenHash_ScreenName;80000;11094
13;auspol2019;OpenHash_ScreenName;90000;12122
13;auspol2019;OpenHash_ScreenName;100000;13203
13;auspol2019;OpenHash_ScreenName;110000;14557
13;auspol2019;OpenHash_ScreenName;120000;15778
13;auspol2019;OpenHash_ScreenName;130000;16967
13;auspol2019;OpenHash_ScreenName;130449;17034
13;auspol2019;ClosedHash_Linear_UserID;10000;142
13;auspol2019;ClosedHash_Linear_UserID;20000;294
13;auspol2019;ClosedHash_Linear_UserID;30000;443
13;auspol2019;ClosedHash_Linear_UserID;40000;592
13;auspol2019;ClosedHash_Linear_UserID;50000;742
13;auspol2019;ClosedHash_Linear_UserID;60000;881
13;auspol2019;ClosedHash_Linear_UserID;70000;999
13;auspol2019;ClosedHash_Linear_UserID;80000;1118
13;auspol2019;ClosedHash_Linear_UserID;90000;1239
13;auspol2019;ClosedHash_Linear_UserID;100000;1349
13;auspol2019;ClosedHash_Linear_UserID;110000;1535
13;auspol2019;ClosedHash_Linear_UserID;120000;1691
13;auspol2019;ClosedHash_Linear_UserID;130000;1823
13;auspol2019;ClosedHash_Linear_UserID;130449;1833
13;auspol2019;ClosedHash_Linear_ScreenName;10000;1048
13;auspol2019;ClosedHash_Linear_ScreenName;20000;2169
13;auspol2019;ClosedHash_Linear_ScreenName;30000;3272
13;auspol2019;ClosedHash_Linear_ScreenName;40000;4391
13;auspol2019;ClosedHash_Linear_ScreenName;50000;5508
13;auspol2019;ClosedHash_Linear_ScreenName;60000;6627
13;auspol2019;ClosedHash_Linear_ScreenName;70000;7693
13;auspol2019;ClosedHash_Linear_ScreenName;80000;8741
13;auspol2019;ClosedHash_Linear_ScreenName;90000;9795
13;auspol2019;ClosedHash_Linear_ScreenName;100000;10841
13;auspol2019;ClosedHash_Linear_ScreenName;110000;12013
13;auspol2019;ClosedHash_Linear_ScreenName;120000;13155
13;auspol2019;ClosedHash_Linear_ScreenName;130000;14264
13;auspol2019;ClosedHash_Linear_ScreenName;130449;14320
13;auspol2019;ClosedHash_Quad_UserID;10000;199
13;auspol2019;ClosedHash_Quad_UserID;20000;379
13;auspol2019;ClosedHash_Quad_UserID;30000;539
13;auspol2019;ClosedHash_Quad_UserID;40000;694
13;auspol2019;ClosedHash_Quad_UserID;50000;845
13;auspol2019;ClosedHash_Quad_UserID;60000;988
13;auspol2019;ClosedHash_Quad_UserID;70000;1106
13;auspol2019;ClosedHash_Quad_UserID;80000;1215
13;auspol2019;ClosedHash_Quad_UserID;90000;1323
13;auspol2019;ClosedHash_Quad_UserID;100000;1422
13;auspol2019;ClosedHash_Quad_UserID;110000;1570
13;auspol2019;ClosedHash_Quad_UserID;120000;1694
13;auspol2019;ClosedHash_Quad_UserID;130000;1811
13;auspol2019;ClosedHash_Quad_UserID;130449;1819
13;auspol2019;ClosedHash_Quad_ScreenName;10000;1370
13;auspol2019;ClosedHash_Quad_ScreenName;20000;2534
13;auspol2019;ClosedHash_Quad_ScreenName;30000;3571
13;auspol2019;ClosedHash_Quad_ScreenName;40000;4593
13;auspol2019;ClosedHash_Quad_ScreenName;50000;5616
13;auspol2019;ClosedHash_Quad_ScreenName;60000;6673
13;auspol2019;ClosedHash_Quad_ScreenName;70000;7649
13;auspol2019;ClosedHash_Quad_ScreenName;80000;8646
13;auspol2019;ClosedHash_Quad_ScreenName;90000;9652
13;auspol2019;ClosedHash_Quad_ScreenName;100000;10652
13;auspol2019;ClosedHash_Quad_ScreenName;110000;11817
13;auspol2019;ClosedHash_Quad_ScreenName;120000;12913
13;auspol2019;ClosedHash_Quad_ScreenName;130000;13975
13;auspol2019;ClosedHash_Quad_ScreenName;130449;14030
13;auspol2019;ClosedHash_Double_UserID;10000;112
13;auspol2019;ClosedHash_Double_UserID;20000;251
13;auspol2019;ClosedHash_Double_UserID;30000;392
13;auspol2019;ClosedHash_Double_UserID;40000;533
13;auspol2019;ClosedHash_Double_UserID;50000;682
13;auspol2019;ClosedHash_Double_UserID;60000;821
13;auspol2019;ClosedHash_Double_UserID;70000;940
13;auspol2019;ClosedHash_Double_UserID;80000;1050
13;auspol2019;ClosedHash_Double_UserID;90000;1162
13;auspol2019;ClosedHash_Double_UserID;100000;1268
13;auspol2019;ClosedHash_Double_UserID;110000;1446
13;auspol2019;ClosedHash_Double_UserID;120000;1602
13;auspol2019;ClosedHash_Double_UserID;130000;1750
13;auspol2019;ClosedHash_Double_UserID;130449;1760
13;auspol2019;ClosedHash_Double_ScreenName;10000;1070
13;auspol2019;ClosedHash_Double_ScreenName;20000;2219
13;auspol2019;ClosedHash_Double_ScreenName;30000;3339
13;auspol2019;ClosedHash_Double_ScreenName;40000;4515
13;auspol2019;ClosedHash_Double_ScreenName;50000;5710
13;auspol2019;ClosedHash_Double_ScreenName;60000;6908
13;auspol2019;ClosedHash_Double_ScreenName;70000;8000
13;auspol2019;ClosedHash_Double_ScreenName;80000;9055
13;auspol2019;ClosedHash_Double_ScreenName;90000;10100
13;auspol2019;ClosedHash_Double_ScreenName;100000;11115
13;auspol2019;ClosedHash_Double_ScreenName;110000;12347
13;auspol2019;ClosedHash_Double_ScreenName;120000;13511
13;auspol2019;ClosedHash_Double_ScreenName;130000;14619
13;auspol2019;ClosedHash_Double_ScreenName;130449;14681
14;auspol2019;STL_UnorderedMap_UserID;10000;841
14;auspol2019;STL_UnorderedMap_UserID;20000;1559
14;auspol2019;STL_UnorderedMap_UserID;30000;2002
14;auspol2019;STL_UnorderedMap_UserID;40000;2474
14;auspol2019;STL_UnorderedMap_UserID;50000;3232
14;auspol2019;STL_UnorderedMap_UserID;60000;3616
14;auspol2019;STL_UnorderedMap_UserID;70000;3891
14;auspol2019;STL_UnorderedMap_UserID;80000;4150
14;auspol2019;STL_UnorderedMap_UserID;90000;4402
14;auspol2019;STL_UnorderedMap_UserID;100000;4670
14;auspol2019;STL_UnorderedMap_UserID;110000;5159
14;auspol2019;STL_UnorderedMap_UserID;120000;5543
14;auspol2019;STL_UnorderedMap_UserID;130000;5926
14;auspol2019;STL_UnorderedMap_UserID;130449;5950
14;auspol2019;STL_UnorderedMap_ScreenName;10000;1271
14;auspol2019;STL_UnorderedMap_ScreenName;20000;2459
14;auspol2019;STL_UnorderedMap_ScreenName;30000;3281
14;auspol2019;STL_UnorderedMap_ScreenName;40000;4097
14;auspol2019;STL_UnorderedMap_ScreenName;50000;5190
14;auspol2019;STL_UnorderedMap_ScreenName;60000;5932
14;auspol2019;STL_UnorderedMap_ScreenName;70000;6470
14;auspol2019;STL_UnorderedMap_ScreenName;80000;7029
14;auspol2019;STL_UnorderedMap_ScreenName;90000;7526
14;auspol2019;STL_UnorderedMap_ScreenName;100000;8059
14;auspol2019;STL_UnorderedMap_ScreenName;110000;8848
14;auspol2019;STL_UnorderedMap_ScreenName;120000;9564
14;auspol2019;STL_UnorderedMap_ScreenName;130000;10257
14;auspol2019;STL_UnorderedMap_ScreenName;130449;10295
14;auspol2019;OpenHash_UserID;10000;587
14;auspol2019;OpenHash_UserID;20000;1155
14;auspol2019;OpenHash_UserID;30000;1522
14;auspol2019;OpenHash_UserID;40000;1904
14;auspol2019;OpenHash_UserID;50000;2275
14;auspol2019;OpenHash_UserID;60000;2613
14;auspol2019;OpenHash_UserID;70000;2846
14;auspol2019;OpenHash_UserID;80000;3049
14;auspol2019;OpenHash_UserID;90000;3215
14;auspol2019;OpenHash_UserID;100000;3388
14;auspol2019;OpenHash_UserID;110000;3776
14;auspol2019;OpenHash_UserID;120000;4096
14;auspol2019;OpenHash_UserID;130000;4348
14;auspol2019;OpenHash_UserID;130449;4367
14;auspol2019;OpenHash_ScreenName;10000;2165
14;auspol2019;OpenHash_ScreenName;20000;3930
14;auspol2019;OpenHash_ScreenName;30000;5496
14;auspol2019;OpenHash_ScreenName;40000;7013
14;auspol2019;OpenHash_ScreenName;50000;8390
14;auspol2019;OpenHash_ScreenName;60000;9788
14;auspol2019;OpenHash_ScreenName;70000;10890
14;auspol2019;OpenHash_ScreenName;80000;11997
14;auspol2019;OpenHash_ScreenName;90000;13029
14;auspol2019;OpenHash_ScreenName;100000;14095
14;auspol2019;OpenHash_ScreenName;110000;15494
14;auspol2019;OpenHash_ScreenName;120000;16737
14;auspol2019;OpenHash_ScreenName;130000;17939
14;auspol2019;OpenHash_ScreenName;130449;18003
14;auspol2019;ClosedHash_Linear_UserID;10000;116
14;auspol2019;ClosedHash_Linear_UserID;20000;256
14;auspol2019;ClosedHash_Linear_UserID;30000;395
14;auspol2019;ClosedHash_Linear_UserID;40000;533
14;auspol2019;ClosedHash_Linear_UserID;50000;670
14;auspol2019;ClosedHash_Linear_UserID;60000;799
14;auspol2019;ClosedHash_Linear_UserID;70000;911
14;auspol2019;ClosedHash_Linear_UserID;80000;1015
14;auspol2019;ClosedHash_Linear_UserID;90000;1118
14;auspol2019;ClosedHash_Linear_UserID;100000;1214
14;auspol2019;ClosedHash_Linear_UserID;110000;1375
14;auspol2019;ClosedHash_Linear_UserID;120000;1514
14;auspol2019;ClosedHash_Linear_UserID;130000;1640
14;auspol2019;ClosedHash_Linear_UserID;130449;1649
14;auspol2019;ClosedHash_Linear_ScreenName;10000;1053
14;auspol2019;ClosedHash_Linear_ScreenName;20000;2171
14;auspol2019;ClosedHash_Linear_ScreenName;30000;3295
14;auspol2019;ClosedHash_Linear_ScreenName;40000;4403
14;auspol2019;ClosedHash_Linear_ScreenName;50000;5540
14;auspol2019;ClosedHash_Linear_ScreenName;60000;6703
14;auspol2019;ClosedHash_Linear_ScreenName;70000;7795
14;auspol2019;ClosedHash_Linear_ScreenName;80000;8868
14;auspol2019;ClosedHash_Linear_ScreenName;90000;9943
14;auspol2019;ClosedHash_Linear_ScreenName;100000;11018
14;auspol2019;ClosedHash_Linear_ScreenName;110000;12337
14;auspol2019;ClosedHash_Linear_ScreenName;120000;13589
14;auspol2019;ClosedHash_Linear_ScreenName;130000;14782
14;auspol2019;ClosedHash_Linear_ScreenName;130449;14845
14;auspol2019;ClosedHash_Quad_UserID;10000;238
14;auspol2019;ClosedHash_Quad_UserID;20000;446
14;auspol2019;ClosedHash_Quad_UserID;30000;625
14;auspol2019;ClosedHash_Quad_UserID;40000;793
14;auspol2019;ClosedHash_Quad_UserID;50000;961
14;auspol2019;ClosedHash_Quad_UserID;60000;1120
14;auspol2019;ClosedHash_Quad_UserID;70000;1249
14;auspol2019;ClosedHash_Quad_UserID;80000;1365
14;auspol2019;ClosedHash_Quad_UserID;90000;1481
14;auspol2019;ClosedHash_Quad_UserID;100000;1653
14;auspol2019;ClosedHash_Quad_UserID;110000;1818
14;auspol2019;ClosedHash_Quad_UserID;120000;1954
14;auspol2019;ClosedHash_Quad_UserID;130000;2078
14;auspol2019;ClosedHash_Quad_UserID;130449;2086
14;auspol2019;ClosedHash_Quad_ScreenName;10000;1538
14;auspol2019;ClosedHash_Quad_ScreenName;20000;2812
14;auspol2019;ClosedHash_Quad_ScreenName;30000;3922
14;auspol2019;ClosedHash_Quad_ScreenName;40000;5002
14;auspol2019;ClosedHash_Quad_ScreenName;50000;6065
14;auspol2019;ClosedHash_Quad_ScreenName;60000;7122
14;auspol2019;ClosedHash_Quad_ScreenName;70000;8117
14;auspol2019;ClosedHash_Quad_ScreenName;80000;9094
14;auspol2019;ClosedHash_Quad_ScreenName;90000;10075
14;auspol2019;ClosedHash_Quad_ScreenName;100000;11033
14;auspol2019;ClosedHash_Quad_ScreenName;110000;12119
14;auspol2019;ClosedHash_Quad_ScreenName;120000;13147
14;auspol2019;ClosedHash_Quad_ScreenName;130000;14153
14;auspol2019;ClosedHash_Quad_ScreenName;130449;14204
14;auspol2019;ClosedHash_Double_UserID;10000;117
14;auspol2019;ClosedHash_Double_UserID;20000;258
14;auspol2019;ClosedHash_Double_UserID;30000;400
14;auspol2019;ClosedHash_Double_UserID;40000;542
14;auspol2019;ClosedHash_Double_UserID;50000;686
14;auspol2019;ClosedHash_Double_UserID;60000;825
14;auspol2019;ClosedHash_Double_UserID;70000;944
14;auspol2019;ClosedHash_Double_UserID;80000;1054
14;auspol2019;ClosedHash_Double_UserID;90000;1233
14;auspol2019;ClosedHash_Double_UserID;100000;1404
